ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.nonpd,N.pd,users.group,hover.text
A16,0.595266597873137,0.531337696704278,0.5312196208571032,1.0002222731287378,2.4917373285713884,-1.4290619351628326,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A,1.7012064855089228,0.23953351485367735,12.082248732940469,1,(0.05-1],509,1,(500-10k],"drug name: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
HR (95% CI): 1.7 (0.24; 12.08)
 p-value: 6.0e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 509"
B01,0.09450656225122966,0.06349385149904069,1.6720900709201731,0.03797274596822358,0.1379190659908474,-0.01093136299276605,ANTITHROMBOTIC AGENTS,B,1.0655529342280874,0.9891281672426818,1.1478826437701846,1,(0.05-1],302045,1041,(250k-1mln],"drug name: ANTITHROMBOTIC AGENTS
HR (95% CI): 1.07 (0.99; 1.15)
 p-value: 9.5e-02 (adj.: 1.0e+00)
 PD-users: 1041
 non-PD-users: 302045"
B02,0.9236375093893769,0.021639339237330777,0.09585276556289984,0.22575602394206098,0.4641130154567324,-0.4208343369820708,ANTIHEMORRHAGICS,B,1.0218751677242914,0.6564988499818691,1.5906027229756572,1,(0.05-1],29333,20,(10k-30k],"drug name: ANTIHEMORRHAGICS
HR (95% CI): 1.02 (0.66; 1.59)
 p-value: 9.2e-01 (adj.: 1.0e+00)
 PD-users: 20
 non-PD-users: 29333"
B03,0.19510932408079967,-0.08325308553874028,-1.2956116190443705,0.06425774847569435,0.04268978720125416,-0.20919595827873472,ANTIANEMIC PREPARATIONS,B,0.9201182491270131,0.811236251607289,1.043614102179446,1,(0.05-1],145405,263,(100k-250k],"drug name: ANTIANEMIC PREPARATIONS
HR (95% CI): 0.92 (0.81; 1.04)
 p-value: 2.0e-01 (adj.: 1.0e+00)
 PD-users: 263
 non-PD-users: 145405"
B05,0.7462639384565113,-0.32361228939211056,-0.3235695577352451,1.000132063279267,1.6366105344189865,-2.2838351132032075,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B,0.7235307085373106,0.10189268644603681,5.137725821703119,1,(0.05-1],1016,1,(500-10k],"drug name: BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
HR (95% CI): 0.72 (0.1; 5.14)
 p-value: 7.5e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 1016"
C01,0.007080764962655176,0.16499517901557084,2.693021750193549,0.0612676741298924,0.2850776137266963,0.044912744304445376,CARDIAC THERAPY,C,1.179387432889235,1.0459365920021113,1.3298652399133697,0.5541199377980092,(0.05-1],91523,300,(30k-100k],"drug name: CARDIAC THERAPY
HR (95% CI): 1.18 (1.05; 1.33)
 p-value: 7.1e-03 (adj.: 5.5e-01)
 PD-users: 300
 non-PD-users: 91523"
C02,0.10985180638593357,-0.32100124789914314,-1.598859582652984,0.20076888013299238,0.072498526377961,-0.7145010221762473,ANTIHYPERTENSIVES,C,0.7254223457356527,0.4894362687210523,1.0751912216635071,1,(0.05-1],10200,25,(10k-30k],"drug name: ANTIHYPERTENSIVES
HR (95% CI): 0.73 (0.49; 1.08)
 p-value: 1.1e-01 (adj.: 1.0e+00)
 PD-users: 25
 non-PD-users: 10200"
C03,0.9626806643742571,0.0020897213378393274,0.04678991816335992,0.04466178655289332,0.08962521446672551,-0.08544577179104686,DIURETICS,C,1.0020919063272156,0.9181029287817137,1.0937642798493528,1,(0.05-1],206174,625,(100k-250k],"drug name: DIURETICS
HR (95% CI): 1 (0.92; 1.09)
 p-value: 9.6e-01 (adj.: 1.0e+00)
 PD-users: 625
 non-PD-users: 206174"
C04,0.6127858665620475,0.2532639109243305,0.5061008319419837,0.5004218427235525,1.2340726997396605,-0.7275448778909994,PERIPHERAL VASODILATORS,C,1.2882232081544709,0.48309358907885624,3.435191589257276,1,(0.05-1],1088,4,(500-10k],"drug name: PERIPHERAL VASODILATORS
HR (95% CI): 1.29 (0.48; 3.44)
 p-value: 6.1e-01 (adj.: 1.0e+00)
 PD-users: 4
 non-PD-users: 1088"
C05,0.5411428805612359,0.05154256845536095,0.6110856481737611,0.08434589915406573,0.21685749304097718,-0.11377235613025527,VASOPROTECTIVES,C,1.0528940054096554,0.8924610960572265,1.2421670720720162,1,(0.05-1],82946,147,(30k-100k],"drug name: VASOPROTECTIVES
HR (95% CI): 1.05 (0.89; 1.24)
 p-value: 5.4e-01 (adj.: 1.0e+00)
 PD-users: 147
 non-PD-users: 82946"
C07,0.0518987290640591,0.07576714340703472,1.943972817983559,0.03897541298217654,0.1521575491346756,-6.232623206061522e-4,BETA BLOCKING AGENTS,C,1.0787113598579166,0.9993769318670086,1.16434366331898,1,(0.05-1],254685,905,(250k-1mln],"drug name: BETA BLOCKING AGENTS
HR (95% CI): 1.08 (1; 1.16)
 p-value: 5.2e-02 (adj.: 1.0e+00)
 PD-users: 905
 non-PD-users: 254685"
C08,0.5586053814438836,-0.027285308498127405,-0.5849142424934092,0.04664839136385853,0.06414385851176459,-0.1187144755080194,CALCIUM CHANNEL BLOCKERS,C,0.9730835729028743,0.8880613278256096,1.0662457762594595,1,(0.05-1],172931,558,(100k-250k],"drug name: CALCIUM CHANNEL BLOCKERS
HR (95% CI): 0.97 (0.89; 1.07)
 p-value: 5.6e-01 (adj.: 1.0e+00)
 PD-users: 558
 non-PD-users: 172931"
C09,0.057308811568803276,-0.06968932130342109,-1.9009480952035602,0.03666029676415679,0.002163540016876478,-0.14154218262371865,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C,0.9326835398051848,0.8680185595123394,1.0021658821583799,1,(0.05-1],333506,1078,(250k-1mln],"drug name: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
HR (95% CI): 0.93 (0.87; 1)
 p-value: 5.7e-02 (adj.: 1.0e+00)
 PD-users: 1078
 non-PD-users: 333506"
C10,0.5475132553976111,0.021734380251104943,0.6014906231047159,0.0361341963053697,0.09255610361992983,-0.04908734311771995,LIPID MODIFYING AGENTS,C,1.0219722923915229,0.9520979668619065,1.096974684084657,1,(0.05-1],298934,1152,(250k-1mln],"drug name: LIPID MODIFYING AGENTS
HR (95% CI): 1.02 (0.95; 1.1)
 p-value: 5.5e-01 (adj.: 1.0e+00)
 PD-users: 1152
 non-PD-users: 298934"
D01,0.4088186016858023,0.058477149819482745,0.8259744215943553,0.07079777326107259,0.19723823559681783,-0.08028393595785235,ANTIFUNGALS FOR DERMATOLOGICAL USE,D,1.0602207591820727,0.922854277669742,1.2180341852442236,1,(0.05-1],110865,213,(100k-250k],"drug name: ANTIFUNGALS FOR DERMATOLOGICAL USE
HR (95% CI): 1.06 (0.92; 1.22)
 p-value: 4.1e-01 (adj.: 1.0e+00)
 PD-users: 213
 non-PD-users: 110865"
D02,0.454932476982126,-0.7473173548942628,-0.7472171773261386,1.0001340675390824,1.2129093971938882,-2.707544106982414,EMOLLIENTS AND PROTECTIVES,D,0.47363544579573624,0.06670041481380215,3.3632554781009483,1,(0.05-1],1238,2,(500-10k],"drug name: EMOLLIENTS AND PROTECTIVES
HR (95% CI): 0.47 (0.07; 3.36)
 p-value: 4.5e-01 (adj.: 1.0e+00)
 PD-users: 2
 non-PD-users: 1238"
D04,0.8187275139013521,0.13238179725760973,0.22918193348848276,0.5776275435090629,1.264510979013716,-0.9997473844984963,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D,1.1415440744739451,0.36797238495999335,3.5413605129859245,1,(0.05-1],1915,3,(500-10k],"drug name: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
HR (95% CI): 1.14 (0.37; 3.54)
 p-value: 8.2e-01 (adj.: 1.0e+00)
 PD-users: 3
 non-PD-users: 1915"
D05,0.4502281511294019,-0.1007519370814912,-0.7550347181832581,0.13344013812228064,0.16078592773022904,-0.36228980189321147,ANTIPSORIATICS,D,0.9041572929662933,0.6960806131292215,1.174433528250518,1,(0.05-1],28854,58,(10k-30k],"drug name: ANTIPSORIATICS
HR (95% CI): 0.9 (0.7; 1.17)
 p-value: 4.5e-01 (adj.: 1.0e+00)
 PD-users: 58
 non-PD-users: 28854"
D06,0.1591562738649615,0.10220465120229776,1.4079148885929536,0.07259291881232918,0.24448415760710307,-0.04007485520250757,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D,1.10761012227819,0.9607175217560175,1.2769624319235255,1,(0.05-1],114116,200,(100k-250k],"drug name: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
HR (95% CI): 1.11 (0.96; 1.28)
 p-value: 1.6e-01 (adj.: 1.0e+00)
 PD-users: 200
 non-PD-users: 114116"
D07,0.9365900784382233,0.0032401179455557303,0.07955639317407641,0.0407273107324771,0.08306418016838245,-0.07658394427727098,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D,1.0032453728016246,0.9262751555266815,1.086611545222297,1,(0.05-1],349051,748,(250k-1mln],"drug name: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
HR (95% CI): 1 (0.93; 1.09)
 p-value: 9.4e-01 (adj.: 1.0e+00)
 PD-users: 748
 non-PD-users: 349051"
D08,0.27752177626616137,0.2907388584603627,1.0859033011479107,0.2677391791267436,0.8154980067990982,-0.23402028987837292,ANTISEPTICS AND DISINFECTANTS,D,1.3374152836573034,0.7913457594234828,2.2603010373913515,1,(0.05-1],8639,14,(500-10k],"drug name: ANTISEPTICS AND DISINFECTANTS
HR (95% CI): 1.34 (0.79; 2.26)
 p-value: 2.8e-01 (adj.: 1.0e+00)
 PD-users: 14
 non-PD-users: 8639"
D09,0.7390789662071658,-0.2355867158558414,-0.33307328290686883,0.7073119578964074,1.150719247455628,-1.6218926791673107,MEDICATED DRESSINGS,D,0.7901071452207586,0.1975244945748676,3.160465248993616,1,(0.05-1],1233,2,(500-10k],"drug name: MEDICATED DRESSINGS
HR (95% CI): 0.79 (0.2; 3.16)
 p-value: 7.4e-01 (adj.: 1.0e+00)
 PD-users: 2
 non-PD-users: 1233"
D10,0.15730672394382172,0.1939922929731166,1.4141879538250492,0.1371757498346755,0.4628518222013568,-0.07486723625512359,ANTI-ACNE PREPARATIONS,D,1.2140869259195988,0.927866665204746,1.5885979300308652,1,(0.05-1],45276,54,(30k-100k],"drug name: ANTI-ACNE PREPARATIONS
HR (95% CI): 1.21 (0.93; 1.59)
 p-value: 1.6e-01 (adj.: 1.0e+00)
 PD-users: 54
 non-PD-users: 45276"
D11,0.6921053259658208,-0.09356798946619149,-0.3959995963970865,0.23628304250180773,0.3695382639948984,-0.5566742429272814,OTHER DERMATOLOGICAL PREPARATIONS,D,0.9106760989394804,0.5731119289124713,1.4470662977707625,1,(0.05-1],12337,18,(10k-30k],"drug name: OTHER DERMATOLOGICAL PREPARATIONS
HR (95% CI): 0.91 (0.57; 1.45)
 p-value: 6.9e-01 (adj.: 1.0e+00)
 PD-users: 18
 non-PD-users: 12337"
G01,0.9846951333924795,-0.0030149157511623363,-0.01918298213804224,0.15716616579563944,0.3050251087965418,-0.31105494029886654,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,0.9969896245433164,0.7326736214558134,1.3566590666550549,1,(0.05-1],52254,41,(30k-100k],"drug name: GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
HR (95% CI): 1 (0.73; 1.36)
 p-value: 9.8e-01 (adj.: 1.0e+00)
 PD-users: 41
 non-PD-users: 52254"
G02,0.8352941492951813,-0.06364781821436052,-0.2079165208304319,0.30612198568996374,0.5363402486138541,-0.6636358850425751,OTHER GYNECOLOGICALS,G,0.9383354059845553,0.51497553461819,1.7097381815953558,1,(0.05-1],72640,11,(30k-100k],"drug name: OTHER GYNECOLOGICALS
HR (95% CI): 0.94 (0.51; 1.71)
 p-value: 8.4e-01 (adj.: 1.0e+00)
 PD-users: 11
 non-PD-users: 72640"
G03,0.03312206188036986,0.07423295417440554,2.1306005784221616,0.03484132827438709,0.14252070276574128,0.005945205583069796,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,1.0770576813567434,1.005962913392579,1.1531769546625934,1,(0.05-1],610254,1215,(250k-1mln],"drug name: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
HR (95% CI): 1.08 (1.01; 1.15)
 p-value: 3.3e-02 (adj.: 1.0e+00)
 PD-users: 1215
 non-PD-users: 610254"
G04,1.4448936935267568e-5,0.2896152858966114,4.33692580688318,0.06677893484757336,0.4204995931238019,0.15873097866942087,UROLOGICALS,G,1.3359134444089271,1.1720226051851095,1.5227221071138413,0.0028268287671052465,(0.001-0.01],65394,242,(30k-100k],"drug name: UROLOGICALS
HR (95% CI): 1.34 (1.17; 1.52)
 p-value: 1.4e-05 (adj.: 2.8e-03)
 PD-users: 242
 non-PD-users: 65394"
H01,0.7003616956998967,0.10728977540744904,0.38483226086336303,0.2787962089424278,0.6537203039609111,-0.43914075314601303,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H,1.113256802187321,0.6445900451676245,1.9226804957778267,1,(0.05-1],31059,13,(30k-100k],"drug name: PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
HR (95% CI): 1.11 (0.64; 1.92)
 p-value: 7.0e-01 (adj.: 1.0e+00)
 PD-users: 13
 non-PD-users: 31059"
H02,0.0017697212304342634,-0.17837563189243094,-3.1263809800847073,0.05705498882852018,-0.06654990865019629,-0.2902013551346656,CORTICOSTEROIDS FOR SYSTEMIC USE,H,0.8366281002609876,0.74811291603489,0.9356162193484512,0.18006978006796456,(0.05-1],197730,338,(100k-250k],"drug name: CORTICOSTEROIDS FOR SYSTEMIC USE
HR (95% CI): 0.84 (0.75; 0.94)
 p-value: 1.8e-03 (adj.: 1.8e-01)
 PD-users: 338
 non-PD-users: 197730"
H03,0.5996148196424284,0.02452012222820523,0.524954502517017,0.046709042613479405,0.11606816350297147,-0.06702791904656102,THYROID THERAPY,H,1.024823212626277,0.9351690919428832,1.1230724220746482,1,(0.05-1],170769,531,(100k-250k],"drug name: THYROID THERAPY
HR (95% CI): 1.02 (0.94; 1.12)
 p-value: 6.0e-01 (adj.: 1.0e+00)
 PD-users: 531
 non-PD-users: 170769"
H04,0.13937850258784273,0.6039374861404128,1.4781093846393156,0.40858781658286,1.4047548911646754,-0.19687991888385004,PANCREATIC HORMONES,H,1.8293075113504276,0.8212892487212836,4.074527916070081,1,(0.05-1],2588,6,(500-10k],"drug name: PANCREATIC HORMONES
HR (95% CI): 1.83 (0.82; 4.07)
 p-value: 1.4e-01 (adj.: 1.0e+00)
 PD-users: 6
 non-PD-users: 2588"
H05,0.9610940038251783,-0.028176762212394037,-0.04878077429080287,0.5776202330127115,1.103938091234154,-1.1602916156589422,CALCIUM HOMEOSTASIS,H,0.9722165004724086,0.3133947767314866,3.0160200295892574,1,(0.05-1],1543,3,(500-10k],"drug name: CALCIUM HOMEOSTASIS
HR (95% CI): 0.97 (0.31; 3.02)
 p-value: 9.6e-01 (adj.: 1.0e+00)
 PD-users: 3
 non-PD-users: 1543"
J01,0.010635658191348978,-0.08110588022366566,-2.5544471250529237,0.03175085498079561,-0.01887534798295208,-0.14333641246437923,ANTIBACTERIALS FOR SYSTEMIC USE,J,0.9220960545392948,0.8664625310643908,0.9813016758525561,0.6935962294226986,(0.05-1],1064679,2039,(1mln-3mln],"drug name: ANTIBACTERIALS FOR SYSTEMIC USE
HR (95% CI): 0.92 (0.87; 0.98)
 p-value: 1.1e-02 (adj.: 6.9e-01)
 PD-users: 2039
 non-PD-users: 1064679"
J02,0.7769952775468696,-0.03546944023771205,-0.28323685604677024,0.12522890111396753,0.2099746957691921,-0.2809135762446162,ANTIMYCOTICS FOR SYSTEMIC USE,J,0.9651522286020054,0.7550935906841406,1.2336468430773326,1,(0.05-1],71293,66,(30k-100k],"drug name: ANTIMYCOTICS FOR SYSTEMIC USE
HR (95% CI): 0.97 (0.76; 1.23)
 p-value: 7.8e-01 (adj.: 1.0e+00)
 PD-users: 66
 non-PD-users: 71293"
J04,0.25131314498164464,0.573902639637758,1.147165699073454,0.5002787653965677,1.5544310020451935,-0.40662572276967746,ANTIMYCOBACTERIALS,J,1.7751814439340656,0.6658933723941305,4.732393036978079,1,(0.05-1],1288,4,(500-10k],"drug name: ANTIMYCOBACTERIALS
HR (95% CI): 1.78 (0.67; 4.73)
 p-value: 2.5e-01 (adj.: 1.0e+00)
 PD-users: 4
 non-PD-users: 1288"
J05,0.43954098795371976,0.09982588915971993,0.772968559451394,0.12914611847934704,0.35294763012238284,-0.15329585180294295,ANTIVIRALS FOR SYSTEMIC USE,J,1.104978512588875,0.8578758801376469,1.4232566057075944,1,(0.05-1],38754,61,(30k-100k],"drug name: ANTIVIRALS FOR SYSTEMIC USE
HR (95% CI): 1.1 (0.86; 1.42)
 p-value: 4.4e-01 (adj.: 1.0e+00)
 PD-users: 61
 non-PD-users: 38754"
J07,0.8446982154160756,0.017129784408762318,0.19588750749798878,0.0874470487044111,0.18852285042372802,-0.1542632816062034,VACCINES,J,1.017277340496289,0.8570463467660548,1.2074646737508152,1,(0.05-1],66940,136,(30k-100k],"drug name: VACCINES
HR (95% CI): 1.02 (0.86; 1.21)
 p-value: 8.4e-01 (adj.: 1.0e+00)
 PD-users: 136
 non-PD-users: 66940"
L01,0.9888743891780956,0.004210888032367332,0.013944337216223233,0.30197835630855707,0.5960775905077429,-0.5876558144430082,ANTINEOPLASTIC AGENTS,L,1.0042197662787709,0.5556282550113364,1.8149857029218464,1,(0.05-1],4680,11,(500-10k],"drug name: ANTINEOPLASTIC AGENTS
HR (95% CI): 1 (0.56; 1.81)
 p-value: 9.9e-01 (adj.: 1.0e+00)
 PD-users: 11
 non-PD-users: 4680"
L02,0.3187253877842689,0.1308315041567841,0.9970806021292563,0.13121457169800982,0.388007338931732,-0.12634433061816377,ENDOCRINE THERAPY,L,1.139775717660857,0.8813113320559465,1.474040602131795,1,(0.05-1],26146,59,(10k-30k],"drug name: ENDOCRINE THERAPY
HR (95% CI): 1.14 (0.88; 1.47)
 p-value: 3.2e-01 (adj.: 1.0e+00)
 PD-users: 59
 non-PD-users: 26146"
L03,0.5837277447020863,-0.17353647729448463,-0.5479478019185167,0.3167025703668953,0.44718915443589224,-0.7942621090248615,IMMUNOSTIMULANTS,L,0.8406864846340995,0.45191457560980103,1.5639100918415076,1,(0.05-1],10167,10,(10k-30k],"drug name: IMMUNOSTIMULANTS
HR (95% CI): 0.84 (0.45; 1.56)
 p-value: 5.8e-01 (adj.: 1.0e+00)
 PD-users: 10
 non-PD-users: 10167"
L04,0.6455671832822492,-0.052613246845039506,-0.45992900065749937,0.11439427992108639,0.17159542183768323,-0.27682191552776225,IMMUNOSUPPRESSANTS,L,0.9487468723817661,0.7581895068667674,1.1871974218872385,1,(0.05-1],37158,78,(30k-100k],"drug name: IMMUNOSUPPRESSANTS
HR (95% CI): 0.95 (0.76; 1.19)
 p-value: 6.5e-01 (adj.: 1.0e+00)
 PD-users: 78
 non-PD-users: 37158"
M01,0.5399157463254226,0.01946450331020299,0.6129404038485555,0.031755947540720864,0.08170501678495917,-0.042776010164553194,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,1.0196551718349258,0.9581259765133586,1.0851356658058589,1,(0.05-1],909303,1975,(250k-1mln],"drug name: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
HR (95% CI): 1.02 (0.96; 1.09)
 p-value: 5.4e-01 (adj.: 1.0e+00)
 PD-users: 1975
 non-PD-users: 909303"
M02,0.5314349757566668,-0.075052946770229,-0.6258170064892354,0.11992794377907333,0.16000150377669908,-0.3101073973171571,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M,0.9276943666077275,0.7333681902186183,1.173512635691441,1,(0.05-1],44597,71,(30k-100k],"drug name: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
HR (95% CI): 0.93 (0.73; 1.17)
 p-value: 5.3e-01 (adj.: 1.0e+00)
 PD-users: 71
 non-PD-users: 44597"
M03,0.18457365789007857,-0.13141172028619982,-1.32680360428335,0.0990438372807855,0.06271063367478524,-0.3255340742471849,MUSCLE RELAXANTS,M,0.8768566803778778,0.7221415734164169,1.0647187009131585,1,(0.05-1],50183,106,(30k-100k],"drug name: MUSCLE RELAXANTS
HR (95% CI): 0.88 (0.72; 1.06)
 p-value: 1.8e-01 (adj.: 1.0e+00)
 PD-users: 106
 non-PD-users: 50183"
M04,0.41931712764413126,-0.12134040976096612,-0.8076065278744834,0.1502469402771155,0.17313818196952063,-0.41581900149145284,ANTIGOUT PREPARATIONS,M,0.8857323963149365,0.6597996824358313,1.189030396294709,1,(0.05-1],19605,45,(10k-30k],"drug name: ANTIGOUT PREPARATIONS
HR (95% CI): 0.89 (0.66; 1.19)
 p-value: 4.2e-01 (adj.: 1.0e+00)
 PD-users: 45
 non-PD-users: 19605"
M05,0.6671020144511786,-0.026447283743776438,-0.43012871299132516,0.06148690600041348,0.0940648375378337,-0.14695940502538657,DRUGS FOR TREATMENT OF BONE DISEASES,M,0.9738993828117242,0.8633290235247597,1.0986309761354334,1,(0.05-1],85491,294,(30k-100k],"drug name: DRUGS FOR TREATMENT OF BONE DISEASES
HR (95% CI): 0.97 (0.86; 1.1)
 p-value: 6.7e-01 (adj.: 1.0e+00)
 PD-users: 294
 non-PD-users: 85491"
