ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.pd,N.nonpd,users.group,hover.text
A11,0.018321221994607926,-0.18898189532387216,-2.3590614430796055,0.08010893310060134,-0.03197127160676497,-0.3459925190409794,VITAMINS,A,0.8278014936370068,0.7075177799982222,0.9685344061168063,0.7844435620821844,(0.05-1],161,97638,(30k-100k],"drug name: VITAMINS
HR (95% CI): 0.83 (0.71; 0.97)
 p-value: 1.8e-02 (adj.: 7.8e-01)
 PD-users: 161
 non-PD-users: 97638"
A12,0.44160625192161224,-0.05481733521375172,-0.7694836416605271,0.07123911704666942,0.08480876848815373,-0.19444343891565719,MINERAL SUPPLEMENTS,A,0.946658053252096,0.8232927432699179,1.0885088895934067,1,(0.05-1],204,101451,(100k-250k],"drug name: MINERAL SUPPLEMENTS
HR (95% CI): 0.95 (0.82; 1.09)
 p-value: 4.4e-01 (adj.: 1.0e+00)
 PD-users: 204
 non-PD-users: 101451"
A14,0.030495304038030368,0.8185058992481313,2.163596843084358,0.37830795596895683,1.559975868012251,0.07703593048401158,ANABOLIC AGENTS FOR SYSTEMIC USE,A,2.2671100150168177,1.0800808835243334,4.758706406707512,0.9792678512415331,(0.05-1],7,1579,(500-10k],"drug name: ANABOLIC AGENTS FOR SYSTEMIC USE
HR (95% CI): 2.27 (1.08; 4.76)
 p-value: 3.0e-02 (adj.: 9.8e-01)
 PD-users: 7
 non-PD-users: 1579"
A16,0.4006712953324133,0.8405090416050418,0.8404229330269318,1.0001024586249685,2.8006738413599392,-1.1196557581498556,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A,2.31754640410814,0.32639213311790155,16.455731588525797,1,(0.05-1],1,465,(100-500],"drug name: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
HR (95% CI): 2.32 (0.33; 16.46)
 p-value: 4.0e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 465"
B01,0.6099122795290869,0.014671300468516132,0.5101986761994869,0.02875605357858607,0.07103212982004896,-0.04168952888301669,ANTITHROMBOTIC AGENTS,B,1.014779452259093,0.9591675281629222,1.073615720394101,1,(0.05-1],1768,461537,(250k-1mln],"drug name: ANTITHROMBOTIC AGENTS
HR (95% CI): 1.01 (0.96; 1.07)
 p-value: 6.1e-01 (adj.: 1.0e+00)
 PD-users: 1768
 non-PD-users: 461537"
B02,0.37155016233036725,-0.2702266607128525,-0.8935734400239842,0.30241124971843325,0.32248849725502504,-0.86294181868073,ANTIHEMORRHAGICS,B,0.7632064858043491,0.4219190454899576,1.3805590105500187,1,(0.05-1],11,20134,(10k-30k],"drug name: ANTIHEMORRHAGICS
HR (95% CI): 0.76 (0.42; 1.38)
 p-value: 3.7e-01 (adj.: 1.0e+00)
 PD-users: 11
 non-PD-users: 20134"
B03,0.10311016885579843,-0.10235655488977696,-1.6299589704304425,0.06279701314367837,0.02072332920852102,-0.22543643898807494,ANTIANEMIC PREPARATIONS,B,0.9027076294614953,0.7981677911881192,1.0209395484062247,1,(0.05-1],251,137802,(100k-250k],"drug name: ANTIANEMIC PREPARATIONS
HR (95% CI): 0.9 (0.8; 1.02)
 p-value: 1.0e-01 (adj.: 1.0e+00)
 PD-users: 251
 non-PD-users: 137802"
C01,0.5094682249023442,0.0330086813412934,0.6596659456014035,0.050038480175295524,0.1310823003259941,-0.06506493764340729,CARDIAC THERAPY,C,1.0335595118852279,0.9370066144003341,1.1400616048928178,1,(0.05-1],424,126336,(100k-250k],"drug name: CARDIAC THERAPY
HR (95% CI): 1.03 (0.94; 1.14)
 p-value: 5.1e-01 (adj.: 1.0e+00)
 PD-users: 424
 non-PD-users: 126336"
C02,0.5267954560831528,-0.06275307297680052,-0.6329053466587393,0.09915080241949163,0.13157892880364988,-0.25708507475725095,ANTIHYPERTENSIVES,C,0.9391753528334791,0.7733024224510271,1.1406279325676751,1,(0.05-1],103,24407,(10k-30k],"drug name: ANTIHYPERTENSIVES
HR (95% CI): 0.94 (0.77; 1.14)
 p-value: 5.3e-01 (adj.: 1.0e+00)
 PD-users: 103
 non-PD-users: 24407"
C03,0.2130044438364517,-0.05161370101277047,-1.2453464076543406,0.04144525627209776,0.029617508610573905,-0.13284491063611484,DIURETICS,C,0.949695662464526,0.8756008779622086,1.0300604693350506,1,(0.05-1],658,241168,(100k-250k],"drug name: DIURETICS
HR (95% CI): 0.95 (0.88; 1.03)
 p-value: 2.1e-01 (adj.: 1.0e+00)
 PD-users: 658
 non-PD-users: 241168"
C04,0.7324468225336523,-0.17101902764842272,-0.34187253100185233,0.5002420848122955,0.8094374421349074,-1.151475497431753,PERIPHERAL VASODILATORS,C,0.8428055367116082,0.3161699171433716,2.2466437639911105,1,(0.05-1],3,1440,(500-10k],"drug name: PERIPHERAL VASODILATORS
HR (95% CI): 0.84 (0.32; 2.25)
 p-value: 7.3e-01 (adj.: 1.0e+00)
 PD-users: 3
 non-PD-users: 1440"
C05,0.15508101269686933,0.1017350051000502,1.4218113881326122,0.07155309484028509,0.2419764939693877,-0.03850648376928732,VASOPROTECTIVES,C,1.107090059633708,0.9622254658716688,1.273764251322809,1,(0.05-1],152,82255,(30k-100k],"drug name: VASOPROTECTIVES
HR (95% CI): 1.11 (0.96; 1.27)
 p-value: 1.6e-01 (adj.: 1.0e+00)
 PD-users: 152
 non-PD-users: 82255"
C07,0.15026983582778788,0.043716027503823904,1.4385790138672911,0.03038833952283465,0.1032760785185549,-0.015844023510907093,BETA BLOCKING AGENTS,C,1.0446856507705644,0.9842808327513622,1.10879748199019,1,(0.05-1],1425,376609,(250k-1mln],"drug name: BETA BLOCKING AGENTS
HR (95% CI): 1.04 (0.98; 1.11)
 p-value: 1.5e-01 (adj.: 1.0e+00)
 PD-users: 1425
 non-PD-users: 376609"
C08,0.09909282821815307,-0.06155786102765305,-1.6492675806909682,0.037324362491781414,0.011596545202156167,-0.13471226725746227,CALCIUM CHANNEL BLOCKERS,C,0.9402985375257044,0.8739673445344999,1.0116640458047186,1,(0.05-1],831,245450,(100k-250k],"drug name: CALCIUM CHANNEL BLOCKERS
HR (95% CI): 0.94 (0.87; 1.01)
 p-value: 9.9e-02 (adj.: 1.0e+00)
 PD-users: 831
 non-PD-users: 245450"
C09,0.038448748508482504,-0.05846712728830829,-2.0700384011862547,0.028244465056688397,-0.003108993014598986,-0.11382526156201758,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C,0.9432092457356491,0.892413881266579,0.9968958348995702,1,(0.05-1],1727,507109,(250k-1mln],"drug name: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
HR (95% CI): 0.94 (0.89; 1)
 p-value: 3.8e-02 (adj.: 1.0e+00)
 PD-users: 1727
 non-PD-users: 507109"
C10,0.38013737727116365,0.024428976025364705,0.8776432007469168,0.027834746517234412,0.07898407671794584,-0.030126124667216436,LIPID MODIFYING AGENTS,C,1.02472980813866,0.9703231441468612,1.0821870899628503,1,(0.05-1],1849,489002,(250k-1mln],"drug name: LIPID MODIFYING AGENTS
HR (95% CI): 1.02 (0.97; 1.08)
 p-value: 3.8e-01 (adj.: 1.0e+00)
 PD-users: 1849
 non-PD-users: 489002"
D01,0.5265809212240784,0.035473954763252005,0.6332338845451357,0.056020304075694936,0.14527173315459646,-0.07432382362809245,ANTIFUNGALS FOR DERMATOLOGICAL USE,D,1.036110662029147,0.9283710166898912,1.1563537472315044,1,(0.05-1],285,151941,(100k-250k],"drug name: ANTIFUNGALS FOR DERMATOLOGICAL USE
HR (95% CI): 1.04 (0.93; 1.16)
 p-value: 5.3e-01 (adj.: 1.0e+00)
 PD-users: 285
 non-PD-users: 151941"
D02,0.40489335264801496,-0.8329773432734359,-0.8329137884467914,1.0000763042076215,1.1271361947654248,-2.7930908813122963,EMOLLIENTS AND PROTECTIVES,D,0.4347529486907054,0.061231661325917626,3.0868038250541567,1,(0.05-1],1,1073,(500-10k],"drug name: EMOLLIENTS AND PROTECTIVES
HR (95% CI): 0.43 (0.06; 3.09)
 p-value: 4.0e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 1073"
D04,0.9212331049447855,-0.06993234602497424,-0.09888055896827982,0.7072406017385888,1.3162337617870954,-1.456098453837044,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D,0.9324569021880138,0.23314412513484947,3.7293492766981204,1,(0.05-1],2,901,(500-10k],"drug name: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
HR (95% CI): 0.93 (0.23; 3.73)
 p-value: 9.2e-01 (adj.: 1.0e+00)
 PD-users: 2
 non-PD-users: 901"
D05,0.08224568524460892,-0.19075883119650155,-1.7378021299705513,0.10977016767710726,0.024386744027551394,-0.4059044064205545,ANTIPSORIATICS,D,0.8263318495858645,0.6663738654433237,1.0246865326654548,1,(0.05-1],78,42013,(30k-100k],"drug name: ANTIPSORIATICS
HR (95% CI): 0.83 (0.67; 1.02)
 p-value: 8.2e-02 (adj.: 1.0e+00)
 PD-users: 78
 non-PD-users: 42013"
D06,0.3242066027229773,0.07166386053899602,0.9858502506291325,0.07269244035112113,0.21413842557551954,-0.07081070449752751,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D,1.0742941707014053,0.9316382303639873,1.2387941237148619,1,(0.05-1],175,117308,(100k-250k],"drug name: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
HR (95% CI): 1.07 (0.93; 1.24)
 p-value: 3.2e-01 (adj.: 1.0e+00)
 PD-users: 175
 non-PD-users: 117308"
D07,0.39938762321498933,-0.029337123974112332,-0.8427154161578476,0.03481261100914433,0.03889433981161313,-0.09756858775983779,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D,0.9710890318833737,0.907040127571834,1.0396606271088098,1,(0.05-1],904,441650,(250k-1mln],"drug name: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
HR (95% CI): 0.97 (0.91; 1.04)
 p-value: 4.0e-01 (adj.: 1.0e+00)
 PD-users: 904
 non-PD-users: 441650"
D08,0.5136273453183746,-0.20670486869680482,-0.653200007645114,0.3164495809514876,0.4135249128909031,-0.8269346502845127,ANTISEPTICS AND DISINFECTANTS,D,0.813259632947895,0.4373879806121425,1.5121385586702696,1,(0.05-1],9,7042,(500-10k],"drug name: ANTISEPTICS AND DISINFECTANTS
HR (95% CI): 0.81 (0.44; 1.51)
 p-value: 5.1e-01 (adj.: 1.0e+00)
 PD-users: 9
 non-PD-users: 7042"
D09,0.3141262703042406,-1.0066805100925724,-1.0066015895329676,1.0000784029753433,0.953437141455435,-2.96679816164058,MEDICATED DRESSINGS,D,0.36543000968739864,0.051467838494637694,2.594612400403125,1,(0.05-1],1,846,(500-10k],"drug name: MEDICATED DRESSINGS
HR (95% CI): 0.37 (0.05; 2.59)
 p-value: 3.1e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 846"
D10,0.8119820177917432,0.03684531879801102,0.23786987941979973,0.15489694991178485,0.34043776194021397,-0.26674712434419195,ANTI-ACNE PREPARATIONS,D,1.0375325216478222,0.7658667160284214,1.405562757785312,1,(0.05-1],38,41886,(30k-100k],"drug name: ANTI-ACNE PREPARATIONS
HR (95% CI): 1.04 (0.77; 1.41)
 p-value: 8.1e-01 (adj.: 1.0e+00)
 PD-users: 38
 non-PD-users: 41886"
D11,0.5236685119715091,-0.136199888053756,-0.6377007273759688,0.2135796341556573,0.28240850272257306,-0.554808278830085,OTHER DERMATOLOGICAL PREPARATIONS,D,0.87266817910983,0.5741823335532317,1.3263204148378138,1,(0.05-1],22,14307,(10k-30k],"drug name: OTHER DERMATOLOGICAL PREPARATIONS
HR (95% CI): 0.87 (0.57; 1.33)
 p-value: 5.2e-01 (adj.: 1.0e+00)
 PD-users: 22
 non-PD-users: 14307"
G01,0.5599050846436299,0.11717392937316634,0.5829824946060499,0.20099047648479831,0.5111080245189156,-0.2767601657725829,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,1.1243149640824013,0.7582363263287264,1.6671374010529523,1,(0.05-1],22,34917,(30k-100k],"drug name: GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
HR (95% CI): 1.12 (0.76; 1.67)
 p-value: 5.6e-01 (adj.: 1.0e+00)
 PD-users: 22
 non-PD-users: 34917"
G02,0.8839376514499592,-0.05178142801657642,-0.14597939895431825,0.35471736688531325,0.6434518357695183,-0.747014691802671,OTHER GYNECOLOGICALS,G,0.9495363862143709,0.47377881945991196,1.9030385312979066,1,(0.05-1],8,45504,(30k-100k],"drug name: OTHER GYNECOLOGICALS
HR (95% CI): 0.95 (0.47; 1.9)
 p-value: 8.8e-01 (adj.: 1.0e+00)
 PD-users: 8
 non-PD-users: 45504"
G03,0.168350455549863,0.057194946785411475,1.3775234961393592,0.04152012429966223,0.13857289504637577,-0.024183001475552808,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,1.0588622120606108,0.976107064379145,1.148633408204073,1,(0.05-1],792,534127,(250k-1mln],"drug name: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
HR (95% CI): 1.06 (0.98; 1.15)
 p-value: 1.7e-01 (adj.: 1.0e+00)
 PD-users: 792
 non-PD-users: 534127"
G04,2.395646746115609e-5,0.15690671638738707,4.224412716728059,0.037142847280536614,0.2297053593405103,0.08410807343426382,UROLOGICALS,G,1.1698864775737021,1.087746443950494,1.258229229818649,0.003693204489442674,(0.001-0.01],859,208657,(100k-250k],"drug name: UROLOGICALS
HR (95% CI): 1.17 (1.09; 1.26)
 p-value: 2.4e-05 (adj.: 3.7e-03)
 PD-users: 859
 non-PD-users: 208657"
H01,0.11202637758776514,0.34761843089549727,1.5891506827668018,0.2187447890657378,0.7763503392701543,-0.08111347747915976,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H,1.4156919623537647,0.9220890491665892,2.1735251428096802,1,(0.05-1],20,24101,(10k-30k],"drug name: PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
HR (95% CI): 1.42 (0.92; 2.17)
 p-value: 1.1e-01 (adj.: 1.0e+00)
 PD-users: 20
 non-PD-users: 24101"
H02,0.004272888088984652,-0.15386290620714535,-2.857279938032496,0.05384943356760988,-0.04831995582674778,-0.2594058565875429,CORTICOSTEROIDS FOR SYSTEMIC USE,H,0.8573895557407829,0.7715098371439632,0.9528288751504341,0.27442270667492563,(0.05-1],345,213338,(100k-250k],"drug name: CORTICOSTEROIDS FOR SYSTEMIC USE
HR (95% CI): 0.86 (0.77; 0.95)
 p-value: 4.3e-03 (adj.: 2.7e-01)
 PD-users: 345
 non-PD-users: 213338"
H03,0.5336284374789334,0.030539681690219356,0.6224767343405816,0.049061563276853154,0.12669857873808443,-0.06561921535764573,THYROID THERAPY,H,1.0310108014882955,0.9364873964246473,1.1350748305250344,1,(0.05-1],460,171606,(100k-250k],"drug name: THYROID THERAPY
HR (95% CI): 1.03 (0.94; 1.14)
 p-value: 5.3e-01 (adj.: 1.0e+00)
 PD-users: 460
 non-PD-users: 171606"
H04,0.49002368298972515,0.23024879038471302,0.6902711563994507,0.33356281549662653,0.8840198953398799,-0.42352231457045386,PANCREATIC HORMONES,H,1.2589131764649442,0.6547365653382068,2.420610776577582,1,(0.05-1],9,4547,(500-10k],"drug name: PANCREATIC HORMONES
HR (95% CI): 1.26 (0.65; 2.42)
 p-value: 4.9e-01 (adj.: 1.0e+00)
 PD-users: 9
 non-PD-users: 4547"
H05,0.6000645066677074,-0.5243664642404954,-0.5243077510325863,1.000111982338223,1.4358170016493799,-2.4845499301303704,CALCIUM HOMEOSTASIS,H,0.5919302545845085,0.08336306527413775,4.203077527682781,1,(0.05-1],1,962,(500-10k],"drug name: CALCIUM HOMEOSTASIS
HR (95% CI): 0.59 (0.08; 4.2)
 p-value: 6.0e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 962"
J01,2.8326491444694956e-5,-0.10441093244925755,-4.186519254175777,0.02493979511622084,-0.05552983223965678,-0.15329203265885832,ANTIBACTERIALS FOR SYSTEMIC USE,J,0.9008550307849009,0.8578791564954963,0.9459838024339797,0.003693204489442674,(0.001-0.01],2350,1481721,(1mln-3mln],"drug name: ANTIBACTERIALS FOR SYSTEMIC USE
HR (95% CI): 0.9 (0.86; 0.95)
 p-value: 2.8e-05 (adj.: 3.7e-03)
 PD-users: 2350
 non-PD-users: 1481721"
J02,0.4123459123609094,0.11125413432986216,0.8197723218988411,0.13571345525811834,0.3772476188532621,-0.1547393501935378,ANTIMYCOTICS FOR SYSTEMIC USE,J,1.1176789113464203,0.8566384310281085,1.4582653586639394,1,(0.05-1],49,55313,(30k-100k],"drug name: ANTIMYCOTICS FOR SYSTEMIC USE
HR (95% CI): 1.12 (0.86; 1.46)
 p-value: 4.1e-01 (adj.: 1.0e+00)
 PD-users: 49
 non-PD-users: 55313"
J04,0.843370504943352,-0.11410289493827123,-0.197584062901556,0.5774903768181024,1.017757445043674,-1.2459632349202163,ANTIMYCOBACTERIALS,J,0.8921661517782856,0.28766368692910527,2.7669826903631374,1,(0.05-1],3,1336,(500-10k],"drug name: ANTIMYCOBACTERIALS
HR (95% CI): 0.89 (0.29; 2.77)
 p-value: 8.4e-01 (adj.: 1.0e+00)
 PD-users: 3
 non-PD-users: 1336"
J05,0.7093575229320623,-0.04874311616350704,-0.37271909528646385,0.13077708327780774,0.20757525706419142,-0.3050614893912055,ANTIVIRALS FOR SYSTEMIC USE,J,0.9524257610597141,0.737078050517576,1.2306903314963724,1,(0.05-1],48,36965,(30k-100k],"drug name: ANTIVIRALS FOR SYSTEMIC USE
HR (95% CI): 0.95 (0.74; 1.23)
 p-value: 7.1e-01 (adj.: 1.0e+00)
 PD-users: 48
 non-PD-users: 36965"
J07,0.19074034427733572,-0.11180471850136395,-1.3083921191752617,0.08545199628062533,0.055678116615712314,-0.2792875536184402,VACCINES,J,0.8942188648510465,0.7563223887034247,1.0572573153973506,1,(0.05-1],103,61857,(30k-100k],"drug name: VACCINES
HR (95% CI): 0.89 (0.76; 1.06)
 p-value: 1.9e-01 (adj.: 1.0e+00)
 PD-users: 103
 non-PD-users: 61857"
L01,0.7729660486002269,-0.0833618979693622,-0.2884973632202682,0.288952027286694,0.4829736687723929,-0.6496974647111173,ANTINEOPLASTIC AGENTS,L,0.9200181342708352,0.5222037379241067,1.6208872244997279,1,(0.05-1],9,4541,(500-10k],"drug name: ANTINEOPLASTIC AGENTS
HR (95% CI): 0.92 (0.52; 1.62)
 p-value: 7.7e-01 (adj.: 1.0e+00)
 PD-users: 9
 non-PD-users: 4541"
L02,0.54976509291974,0.06740531908903996,0.5981121661835318,0.11269678648930294,0.28828696178147384,-0.15347632360339392,ENDOCRINE THERAPY,L,1.0697289718894327,0.8577210717026937,1.3341400964161818,1,(0.05-1],76,27420,(10k-30k],"drug name: ENDOCRINE THERAPY
HR (95% CI): 1.07 (0.86; 1.33)
 p-value: 5.5e-01 (adj.: 1.0e+00)
 PD-users: 76
 non-PD-users: 27420"
L03,0.27947098268725973,-0.3607647496816263,-1.081508497838898,0.3335755108744101,0.29303123775676654,-1.0145607371200192,IMMUNOSTIMULANTS,L,0.6971429822860284,0.3625616547357652,1.3404846635115355,1,(0.05-1],9,10880,(10k-30k],"drug name: IMMUNOSTIMULANTS
HR (95% CI): 0.7 (0.36; 1.34)
 p-value: 2.8e-01 (adj.: 1.0e+00)
 PD-users: 9
 non-PD-users: 10880"
L04,0.07950870429405965,-0.19722821395058002,-1.7535438222800093,0.11247407190208573,0.023216916172076413,-0.4176733440732364,IMMUNOSUPPRESSANTS,L,0.8210032475368877,0.658577321477497,1.0234885266834195,1,(0.05-1],78,45318,(30k-100k],"drug name: IMMUNOSUPPRESSANTS
HR (95% CI): 0.82 (0.66; 1.02)
 p-value: 8.0e-02 (adj.: 1.0e+00)
 PD-users: 78
 non-PD-users: 45318"
M01,0.10928584547897957,-0.03944015370473701,-1.6014113275396955,0.024628371878279584,0.008830568174550045,-0.08771087558402407,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,0.9613274841575586,0.9160256838312374,1.0088696726618864,1,(0.05-1],2492,1344274,(1mln-3mln],"drug name: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
HR (95% CI): 0.96 (0.92; 1.01)
 p-value: 1.1e-01 (adj.: 1.0e+00)
 PD-users: 2492
 non-PD-users: 1344274"
M02,0.03515651019133862,-0.3052634944184619,-2.1065510892936987,0.14491150771036515,-0.021242158360747943,-0.5892848304761759,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M,0.7369291720834935,0.5547238645087543,0.9789818672188977,1,(0.05-1],42,32148,(30k-100k],"drug name: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
HR (95% CI): 0.74 (0.55; 0.98)
 p-value: 3.5e-02 (adj.: 1.0e+00)
 PD-users: 42
 non-PD-users: 32148"
M03,0.028710744273969357,-0.19931083717659456,-2.187435537335344,0.09111621063786314,-0.020726345918617495,-0.37789532843457163,MUSCLE RELAXANTS,M,0.8192951863462548,0.6853022285689248,0.9794869685041939,0.9792678512415331,(0.05-1],116,68860,(30k-100k],"drug name: MUSCLE RELAXANTS
HR (95% CI): 0.82 (0.69; 0.98)
 p-value: 2.9e-02 (adj.: 9.8e-01)
 PD-users: 116
 non-PD-users: 68860"
M04,0.2506234477141748,-0.1024494241320291,-1.1488363979016096,0.08917668722818722,0.07233367109581085,-0.27723251935986903,ANTIGOUT PREPARATIONS,M,0.902623799580641,0.7578782552547102,1.0750139853208696,1,(0.05-1],129,40189,(30k-100k],"drug name: ANTIGOUT PREPARATIONS
HR (95% CI): 0.9 (0.76; 1.08)
 p-value: 2.5e-01 (adj.: 1.0e+00)
 PD-users: 129
 non-PD-users: 40189"
M05,0.4823206523316119,-0.05540400685842066,-0.7025749912880512,0.07885849559894934,0.09915580439053036,-0.2099638181073717,DRUGS FOR TREATMENT OF BONE DISEASES,M,0.9461028386952987,0.8106135749729272,1.104238331337095,1,(0.05-1],171,63322,(30k-100k],"drug name: DRUGS FOR TREATMENT OF BONE DISEASES
HR (95% CI): 0.95 (0.81; 1.1)
 p-value: 4.8e-01 (adj.: 1.0e+00)
 PD-users: 171
 non-PD-users: 63322"
N01,0.40366048987986763,-0.26428948097554966,-0.8351016284584633,0.3164758299698311,0.35599174774274095,-0.8845707096938402,ANESTHETICS,N,0.7677512581019429,0.4128913855078776,1.4275957673277013,1,(0.05-1],8,6798,(500-10k],"drug name: ANESTHETICS
HR (95% CI): 0.77 (0.41; 1.43)
 p-value: 4.0e-01 (adj.: 1.0e+00)
 PD-users: 8
 non-PD-users: 6798"
