ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.pd,N.nonpd,users.group,hover.text
A11,2.2559397649386982e-8,0.16718487086690445,5.591132012733764,0.029901792782953802,0.2257913077946736,0.1085784339391353,VITAMINS,A,1.1819727574396497,1.1146923348204465,1.253314081104295,6.593493911006979e-7,(0-0.00001],1255,405653,(250k-1mln],"drug name: VITAMINS
HR (95% CI): 1.18 (1.11; 1.25)
 p-value: 2.3e-08 (adj.: 6.6e-07)
 PD-users: 1255
 non-PD-users: 405653"
A12,9.544729948347357e-4,0.0996282312366499,3.303613570882346,0.03015735015582972,0.15873555141123952,0.04052091106206028,MINERAL SUPPLEMENTS,A,1.1047601264146294,1.0413530852738344,1.172027964554142,0.016273034650683985,(0.01-0.05],1287,371794,(250k-1mln],"drug name: MINERAL SUPPLEMENTS
HR (95% CI): 1.1 (1.04; 1.17)
 p-value: 9.5e-04 (adj.: 1.6e-02)
 PD-users: 1287
 non-PD-users: 371794"
A14,0.2066115515522719,0.36486976523654985,1.2629377511916071,0.2889055813655803,0.9311142996456934,-0.20137476917259362,ANABOLIC AGENTS FOR SYSTEMIC USE,A,1.4403264153639352,0.8176059606201481,2.5373349543851176,1,(0.05-1],12,3619,(500-10k],"drug name: ANABOLIC AGENTS FOR SYSTEMIC USE
HR (95% CI): 1.44 (0.82; 2.54)
 p-value: 2.1e-01 (adj.: 1.0e+00)
 PD-users: 12
 non-PD-users: 3619"
A16,0.14197417592015832,0.7344209892346857,1.4684789282164696,0.5001236143896673,1.7146452612564314,-0.24580328278705998,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A,2.0842748254955707,0.7820760576165735,5.554704693855253,1,(0.05-1],4,937,(500-10k],"drug name: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
HR (95% CI): 2.08 (0.78; 5.55)
 p-value: 1.4e-01 (adj.: 1.0e+00)
 PD-users: 4
 non-PD-users: 937"
B01,1.3563137412027563e-8,0.10553300809547102,5.678814620651671,0.01858363323072529,0.14195625992959432,0.06910975626134773,ANTITHROMBOTIC AGENTS,B,1.111302785905912,1.0715538124346653,1.1525262358557853,4.2690668451321985e-7,(0-0.00001],5858,994342,(1mln-3mln],"drug name: ANTITHROMBOTIC AGENTS
HR (95% CI): 1.11 (1.07; 1.15)
 p-value: 1.4e-08 (adj.: 4.3e-07)
 PD-users: 5858
 non-PD-users: 994342"
B02,0.5784321047943262,-0.09174000412117943,-0.5556763823307183,0.16509610096507418,0.23184240775835435,-0.41532241600071323,ANTIHEMORRHAGICS,B,0.9123423239558718,0.6601274107507518,1.2609210018026098,1,(0.05-1],37,44200,(30k-100k],"drug name: ANTIHEMORRHAGICS
HR (95% CI): 0.91 (0.66; 1.26)
 p-value: 5.8e-01 (adj.: 1.0e+00)
 PD-users: 37
 non-PD-users: 44200"
B03,2.7444282367934696e-4,0.10346634181962439,3.6383007574626243,0.028438094791202066,0.15920398339931652,0.04772870023993224,ANTIANEMIC PREPARATIONS,B,1.109008465529907,1.048886054185267,1.1725771085519259,0.004882476803375865,(0.001-0.01],1431,421667,(250k-1mln],"drug name: ANTIANEMIC PREPARATIONS
HR (95% CI): 1.11 (1.05; 1.17)
 p-value: 2.7e-04 (adj.: 4.9e-03)
 PD-users: 1431
 non-PD-users: 421667"
B05,0.5921932162192589,-0.16157685599715665,-0.5356604875457817,0.30164042290565074,0.42962750917934944,-0.7527812211736628,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B,0.8508011397825541,0.4710546221130911,1.5366850158653316,1,(0.05-1],11,12022,(10k-30k],"drug name: BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
HR (95% CI): 0.85 (0.47; 1.54)
 p-value: 5.9e-01 (adj.: 1.0e+00)
 PD-users: 11
 non-PD-users: 12022"
C01,1.0942621730741562e-7,0.1376057522030681,5.310331160599429,0.025912838209422553,0.18839398183074968,0.08681752257538651,CARDIAC THERAPY,C,1.1475230526465088,1.090697633862883,1.2073090795030592,2.9850133182576594e-6,(0-0.00001],1822,318904,(250k-1mln],"drug name: CARDIAC THERAPY
HR (95% CI): 1.15 (1.09; 1.21)
 p-value: 1.1e-07 (adj.: 3.0e-06)
 PD-users: 1822
 non-PD-users: 318904"
C02,0.08438627158638864,-0.10185196054185298,-1.725784043124091,0.05901779017348894,0.013820782645327212,-0.21752470372903318,ANTIHYPERTENSIVES,C,0.9031632455701388,0.8045077303333654,1.013916731180174,0.7673180789810827,(0.05-1],297,50502,(30k-100k],"drug name: ANTIHYPERTENSIVES
HR (95% CI): 0.9 (0.8; 1.01)
 p-value: 8.4e-02 (adj.: 7.7e-01)
 PD-users: 297
 non-PD-users: 50502"
C03,0.7138257150477652,0.008385946381612174,0.36672291088142683,0.022867255174912202,0.05320494294972726,-0.036433050186502905,DIURETICS,C,1.0084212069253948,0.9642226462617524,1.0546457651864922,1,(0.05-1],2518,551756,(250k-1mln],"drug name: DIURETICS
HR (95% CI): 1.01 (0.96; 1.05)
 p-value: 7.1e-01 (adj.: 1.0e+00)
 PD-users: 2518
 non-PD-users: 551756"
C04,0.30277455585021196,-0.25788653636283526,-1.0305016974117962,0.25025338338650194,0.2326010820840027,-0.7483741548096732,PERIPHERAL VASODILATORS,C,0.7726828985454015,0.47313517228774427,1.2618779931698358,1,(0.05-1],16,4152,(500-10k],"drug name: PERIPHERAL VASODILATORS
HR (95% CI): 0.77 (0.47; 1.26)
 p-value: 3.0e-01 (adj.: 1.0e+00)
 PD-users: 16
 non-PD-users: 4152"
C05,0.3100159758167273,-0.041671960488360804,-1.0151885116725947,0.04104849494376499,0.038781611220993065,-0.12212553219771467,VASOPROTECTIVES,C,0.9591843793446218,0.8850372608565648,1.0395434342372105,1,(0.05-1],625,221610,(100k-250k],"drug name: VASOPROTECTIVES
HR (95% CI): 0.96 (0.89; 1.04)
 p-value: 3.1e-01 (adj.: 1.0e+00)
 PD-users: 625
 non-PD-users: 221610"
C07,3.0594720264919946e-16,0.15480500882177442,8.170959159328541,0.018945757260949977,0.1919380107130746,0.11767200693047425,BETA BLOCKING AGENTS,C,1.1674303003001703,1.1248750996172456,1.2115954087015433,2.0864663356357418e-14,(0-0.00001],4478,739566,(250k-1mln],"drug name: BETA BLOCKING AGENTS
HR (95% CI): 1.17 (1.12; 1.21)
 p-value: 3.1e-16 (adj.: 2.1e-14)
 PD-users: 4478
 non-PD-users: 739566"
C08,0.0013262345208889708,-0.07084339670556936,-3.2102415954527133,0.022067933082020548,-0.0275910426515691,-0.11409575075956961,CALCIUM CHANNEL BLOCKERS,C,0.9316077735509934,0.8921725255954732,0.972786113494552,0.02009891944341386,(0.01-0.05],2656,530601,(250k-1mln],"drug name: CALCIUM CHANNEL BLOCKERS
HR (95% CI): 0.93 (0.89; 0.97)
 p-value: 1.3e-03 (adj.: 2.0e-02)
 PD-users: 2656
 non-PD-users: 530601"
C09,2.9508188816132637e-12,-0.12889229800991206,-6.9800467340290195,0.01846582163720169,-0.0926999526560563,-0.16508464336376782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C,0.8790686378890163,0.8478219385499653,0.9114669425064762,1.509276160821067e-10,(0-0.00001],4714,966365,(250k-1mln],"drug name: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
HR (95% CI): 0.88 (0.85; 0.91)
 p-value: 3.0e-12 (adj.: 1.5e-10)
 PD-users: 4714
 non-PD-users: 966365"
C10,0.03295531802028606,-0.03912828122893686,-2.1326272265196082,0.018347454605460136,-0.0031679309942514583,-0.07508863146362227,LIPID MODIFYING AGENTS,C,0.9616273424964484,0.9276612627093472,0.9968370816045546,0.36445165649198374,(0.05-1],4909,884733,(250k-1mln],"drug name: LIPID MODIFYING AGENTS
HR (95% CI): 0.96 (0.93; 1)
 p-value: 3.3e-02 (adj.: 3.6e-01)
 PD-users: 4909
 non-PD-users: 884733"
D01,4.110394291430556e-5,0.11728288914451107,4.10118519086963,0.02859731606502802,0.17333259868647466,0.06123317960254747,ANTIFUNGALS FOR DERMATOLOGICAL USE,D,1.1244374758581135,1.063146789432156,1.1892615861535738,8.009037638798738e-4,(0.0001-0.001],1372,394685,(250k-1mln],"drug name: ANTIFUNGALS FOR DERMATOLOGICAL USE
HR (95% CI): 1.12 (1.06; 1.19)
 p-value: 4.1e-05 (adj.: 8.0e-04)
 PD-users: 1372
 non-PD-users: 394685"
D02,0.0011896154790385612,-0.7866712070771892,-3.2413583276980518,0.24269800729988017,-0.31099185364978504,-1.2623505605045933,EMOLLIENTS AND PROTECTIVES,D,0.4553580679131946,0.2829880635478452,0.7327198448374853,0.01872187771066895,(0.01-0.05],18,41420,(30k-100k],"drug name: EMOLLIENTS AND PROTECTIVES
HR (95% CI): 0.46 (0.28; 0.73)
 p-value: 1.2e-03 (adj.: 1.9e-02)
 PD-users: 18
 non-PD-users: 41420"
D03,0.263906648106105,0.6451006601883554,1.1172050822132251,0.5774236713194921,1.7768302597954535,-0.4866289394187425,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D,1.9061788959417978,0.6146950797460116,5.911090072227746,1,(0.05-1],3,419,(100-500],"drug name: PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
HR (95% CI): 1.91 (0.61; 5.91)
 p-value: 2.6e-01 (adj.: 1.0e+00)
 PD-users: 3
 non-PD-users: 419"
D04,0.49321147975056706,0.15337602344016832,0.6852098965287444,0.22383801550031207,0.5920904721916982,-0.2853384253113616,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D,1.1657632508453242,0.7517597967210908,1.807763547543977,1,(0.05-1],20,7699,(500-10k],"drug name: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
HR (95% CI): 1.17 (0.75; 1.81)
 p-value: 4.9e-01 (adj.: 1.0e+00)
 PD-users: 20
 non-PD-users: 7699"
D05,0.007275349423418689,-0.16971203438073929,-2.6839706435653126,0.06323170292030411,-0.045780173975807095,-0.2936438947856715,ANTIPSORIATICS,D,0.8439077980412154,0.7455419355482179,0.9552519283453674,0.09603030504256665,(0.05-1],256,82920,(30k-100k],"drug name: ANTIPSORIATICS
HR (95% CI): 0.84 (0.75; 0.96)
 p-value: 7.3e-03 (adj.: 9.6e-02)
 PD-users: 256
 non-PD-users: 82920"
D06,0.4510778847000614,-0.028615634889363015,-0.7536192454513456,0.037970944959380644,0.04580604968997573,-0.10303731946870176,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D,0.9717899148294915,0.9020933072103722,1.0468713502427944,1,(0.05-1],739,274269,(250k-1mln],"drug name: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
HR (95% CI): 0.97 (0.9; 1.05)
 p-value: 4.5e-01 (adj.: 1.0e+00)
 PD-users: 739
 non-PD-users: 274269"
D07,2.109233780280743e-5,-0.08832830804021827,-4.253002333278049,0.020768459812280007,-0.04762287479378197,-0.12903374128665457,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D,0.9154602744123579,0.8789443083333889,0.9534933056410049,4.542419743050119e-4,(0.0001-0.001],3009,882736,(250k-1mln],"drug name: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
HR (95% CI): 0.92 (0.88; 0.95)
 p-value: 2.1e-05 (adj.: 4.5e-04)
 PD-users: 3009
 non-PD-users: 882736"
D08,0.182544059580175,0.1575102820913793,1.3329626546439903,0.11816556266045382,0.38911052911877975,-0.07408996493602116,ANTISEPTICS AND DISINFECTANTS,D,1.170592794061892,0.9285881497098437,1.4756676465640892,1,(0.05-1],72,30864,(30k-100k],"drug name: ANTISEPTICS AND DISINFECTANTS
HR (95% CI): 1.17 (0.93; 1.48)
 p-value: 1.8e-01 (adj.: 1.0e+00)
 PD-users: 72
 non-PD-users: 30864"
D09,0.23031658591496718,-0.40000667438031057,-1.1995437443729005,0.33346568331230536,0.25357405499184715,-1.0535874037524682,MEDICATED DRESSINGS,D,0.6703155720796528,0.3486846301825511,1.288622804903195,1,(0.05-1],9,3998,(500-10k],"drug name: MEDICATED DRESSINGS
HR (95% CI): 0.67 (0.35; 1.29)
 p-value: 2.3e-01 (adj.: 1.0e+00)
 PD-users: 9
 non-PD-users: 3998"
D10,0.5142989241068481,0.052579394640574414,0.652158507056137,0.08062364298200966,0.21059883118772882,-0.10544004190657998,ANTI-ACNE PREPARATIONS,D,1.053986239615384,0.8999284292220372,1.2344170460965527,1,(0.05-1],158,83049,(30k-100k],"drug name: ANTI-ACNE PREPARATIONS
HR (95% CI): 1.05 (0.9; 1.23)
 p-value: 5.1e-01 (adj.: 1.0e+00)
 PD-users: 158
 non-PD-users: 83049"
D11,0.1725006871078743,0.12362847275179573,1.3642125256659876,0.09062259026792192,0.30124548586265265,-0.0539885403590612,OTHER DERMATOLOGICAL PREPARATIONS,D,1.131595374375513,0.947442963795763,1.351541085046352,1,(0.05-1],123,50897,(30k-100k],"drug name: OTHER DERMATOLOGICAL PREPARATIONS
HR (95% CI): 1.13 (0.95; 1.35)
 p-value: 1.7e-01 (adj.: 1.0e+00)
 PD-users: 123
 non-PD-users: 50897"
G01,0.36149094869172393,-0.10831150170081462,-0.9125277873300056,0.11869392165878775,0.12432430993422801,-0.34094731333585726,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,0.8973480274528153,0.7110963725152182,1.132383054529259,1,(0.05-1],72,74196,(30k-100k],"drug name: GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
HR (95% CI): 0.9 (0.71; 1.13)
 p-value: 3.6e-01 (adj.: 1.0e+00)
 PD-users: 72
 non-PD-users: 74196"
G02,0.2918161377075842,-0.21690903288071028,-1.0541458707961615,0.20576756869225896,0.18638799094248876,-0.6202060567039094,OTHER GYNECOLOGICALS,G,0.8050031947960447,0.5378336019565827,1.2048896559723534,1,(0.05-1],24,99210,(30k-100k],"drug name: OTHER GYNECOLOGICALS
HR (95% CI): 0.81 (0.54; 1.2)
 p-value: 2.9e-01 (adj.: 1.0e+00)
 PD-users: 24
 non-PD-users: 99210"
G03,0.016732684813661403,0.06702255475695167,2.39252945812763,0.028013262085141828,0.12192753953331106,0.012117569980592276,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,1.0693195961462063,1.012191285180498,1.129672242236686,0.19562021495139234,(0.05-1],1882,750578,(250k-1mln],"drug name: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
HR (95% CI): 1.07 (1.01; 1.13)
 p-value: 1.7e-02 (adj.: 2.0e-01)
 PD-users: 1882
 non-PD-users: 750578"
G04,4.6953143261606234e-60,0.34558147487300545,16.345341702349543,0.021142505379580425,0.3870200239599274,0.3041429257860835,UROLOGICALS,G,1.4128111950792503,1.3554627728280968,1.4725859779805268,9.606182235300779e-58,(0-0.00001],3369,502620,(250k-1mln],"drug name: UROLOGICALS
HR (95% CI): 1.41 (1.36; 1.47)
 p-value: 4.7e-60 (adj.: 9.6e-58)
 PD-users: 3369
 non-PD-users: 502620"
H01,1.0358023384232252e-5,0.49199139159453154,4.409561304913746,0.11157377289352716,0.710671968085096,0.27331081510396704,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H,1.635570039494566,1.314308688337855,2.0353584951761348,2.3546183685499523e-4,(0.0001-0.001],81,43925,(30k-100k],"drug name: PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
HR (95% CI): 1.64 (1.31; 2.04)
 p-value: 1.0e-05 (adj.: 2.4e-04)
 PD-users: 81
 non-PD-users: 43925"
H02,1.7896439663462913e-11,-0.18340465583549495,-6.722229805791065,0.027283306452495205,-0.1299303578094351,-0.2368789538615548,CORTICOSTEROIDS FOR SYSTEMIC USE,H,0.8324312394154327,0.7890867981467407,0.8781565855393417,7.322894648924024e-10,(0-0.00001],1526,603449,(250k-1mln],"drug name: CORTICOSTEROIDS FOR SYSTEMIC USE
HR (95% CI): 0.83 (0.79; 0.88)
 p-value: 1.8e-11 (adj.: 7.3e-10)
 PD-users: 1526
 non-PD-users: 603449"
H03,0.3201108455599618,0.0312987688123279,0.9942301239410415,0.03148040685818521,0.09299923247303862,-0.030401694848382822,THYROID THERAPY,H,1.0317937256266811,0.9700557888615028,1.0974608929369343,1,(0.05-1],1151,271511,(250k-1mln],"drug name: THYROID THERAPY
HR (95% CI): 1.03 (0.97; 1.1)
 p-value: 3.2e-01 (adj.: 1.0e+00)
 PD-users: 1151
 non-PD-users: 271511"
H04,0.49536570129958873,-0.16547385029092415,-0.6817995619737636,0.24270160839043156,0.3102125611442658,-0.6411602617261141,PANCREATIC HORMONES,H,0.8474920245850516,0.5266809816101818,1.3637149561380413,1,(0.05-1],17,7778,(500-10k],"drug name: PANCREATIC HORMONES
HR (95% CI): 0.85 (0.53; 1.36)
 p-value: 5.0e-01 (adj.: 1.0e+00)
 PD-users: 17
 non-PD-users: 7778"
H05,0.23138885917575236,0.26787822235697806,1.196788865708215,0.22383081095800278,0.7065785504650567,-0.17082210575110057,CALCIUM HOMEOSTASIS,H,1.3071879440550647,0.8429715199192989,2.0270439519077605,1,(0.05-1],20,5995,(500-10k],"drug name: CALCIUM HOMEOSTASIS
HR (95% CI): 1.31 (0.84; 2.03)
 p-value: 2.3e-01 (adj.: 1.0e+00)
 PD-users: 20
 non-PD-users: 5995"
J01,6.905503382395507e-9,-0.10036106706215314,-5.793206693329239,0.01732392306625567,-0.06640680178134933,-0.13431533234295695,ANTIBACTERIALS FOR SYSTEMIC USE,J,0.9045107700221712,0.8743143215467727,0.9357501220370134,2.5687320402570546e-7,(0-0.00001],7626,2344896,(1mln-3mln],"drug name: ANTIBACTERIALS FOR SYSTEMIC USE
HR (95% CI): 0.9 (0.87; 0.94)
 p-value: 6.9e-09 (adj.: 2.6e-07)
 PD-users: 7626
 non-PD-users: 2344896"
J02,0.8210493743624175,0.017026576618093873,0.2261954949073868,0.0752737211900052,0.16456035913281353,-0.1305072058966258,ANTIMYCOTICS FOR SYSTEMIC USE,J,1.0171723549672347,0.8776501686695635,1.1788747232601893,1,(0.05-1],181,115332,(100k-250k],"drug name: ANTIMYCOTICS FOR SYSTEMIC USE
HR (95% CI): 1.02 (0.88; 1.18)
 p-value: 8.2e-01 (adj.: 1.0e+00)
 PD-users: 181
 non-PD-users: 115332"
J04,0.11304157698964952,0.3307382880458814,1.5846689197976445,0.20871128594363755,0.7398048916624518,-0.07832831557068892,ANTIMYCOBACTERIALS,J,1.3919954427855055,0.9246607961659894,2.0955266198911935,0.9841391191812986,(0.05-1],23,5351,(500-10k],"drug name: ANTIMYCOBACTERIALS
HR (95% CI): 1.39 (0.92; 2.1)
 p-value: 1.1e-01 (adj.: 9.8e-01)
 PD-users: 23
 non-PD-users: 5351"
J05,0.03907865738224349,-0.14227394314781508,-2.0633576826133067,0.06895263208442887,-0.007129267623093544,-0.2774186186725366,ANTIVIRALS FOR SYSTEMIC USE,J,0.8673836101400813,0.757737227755289,0.9928960853202439,0.3997567343182287,(0.05-1],214,104345,(100k-250k],"drug name: ANTIVIRALS FOR SYSTEMIC USE
HR (95% CI): 0.87 (0.76; 0.99)
 p-value: 3.9e-02 (adj.: 4.0e-01)
 PD-users: 214
 non-PD-users: 104345"
J06,0.2855612916115719,-1.0679533056183275,-1.0679096001755974,1.0000409261633407,0.8920908927278994,-3.0279975039645546,IMMUNE SERA AND IMMUNOGLOBULINS,J,0.3437112699386738,0.04841248693718183,2.4402265728704755,1,(0.05-1],1,1222,(500-10k],"drug name: IMMUNE SERA AND IMMUNOGLOBULINS
HR (95% CI): 0.34 (0.05; 2.44)
 p-value: 2.9e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 1222"
J07,0.0018967929720514055,-0.1338244326404494,-3.1059336093322893,0.04308670096435798,-0.049376050537660574,-0.21827281474323823,VACCINES,J,0.8747436275515919,0.8039060943126165,0.9518231287901674,0.027719031124046035,(0.01-0.05],567,224099,(100k-250k],"drug name: VACCINES
HR (95% CI): 0.87 (0.8; 0.95)
 p-value: 1.9e-03 (adj.: 2.8e-02)
 PD-users: 567
 non-PD-users: 224099"
L01,0.0021040719348130827,-0.38843995880481985,-3.0751351388374033,0.12631638652201635,-0.14086439056442715,-0.6360155270452126,ANTINEOPLASTIC AGENTS,L,0.6781139354287773,0.5293975976644438,0.8686070950291133,0.029687848922476404,(0.01-0.05],63,45682,(30k-100k],"drug name: ANTINEOPLASTIC AGENTS
HR (95% CI): 0.68 (0.53; 0.87)
 p-value: 2.1e-03 (adj.: 3.0e-02)
 PD-users: 63
 non-PD-users: 45682"
L02,0.038053221213000324,-0.11384798191452634,-2.074281001305724,0.05488551543540196,-0.006274348388221301,-0.2214216154408314,ENDOCRINE THERAPY,L,0.8923936055389495,0.8013787354050098,0.9937452942326073,0.3997567343182287,(0.05-1],347,92006,(30k-100k],"drug name: ENDOCRINE THERAPY
HR (95% CI): 0.89 (0.8; 0.99)
 p-value: 3.8e-02 (adj.: 4.0e-01)
 PD-users: 347
 non-PD-users: 92006"
L03,0.02591956077499009,-0.3255413760070436,-2.227414851229592,0.14615210804908485,-0.03908850796623081,-0.6119942440478563,IMMUNOSTIMULANTS,L,0.7221363005313146,0.5422683745758133,0.961665590313982,0.2946057932174777,(0.05-1],47,37165,(30k-100k],"drug name: IMMUNOSTIMULANTS
HR (95% CI): 0.72 (0.54; 0.96)
 p-value: 2.6e-02 (adj.: 2.9e-01)
 PD-users: 47
 non-PD-users: 37165"
L04,0.002376669190622233,-0.1925636862352794,-3.038616844646615,0.06337215123865811,-0.06835655218468414,-0.31677082028587467,IMMUNOSUPPRESSANTS,L,0.8248417854627976,0.7284976928885938,0.933927420343253,0.0324163137576503,(0.01-0.05],254,100729,(100k-250k],"drug name: IMMUNOSUPPRESSANTS
HR (95% CI): 0.82 (0.73; 0.93)
 p-value: 2.4e-03 (adj.: 3.2e-02)
 PD-users: 254
 non-PD-users: 100729"
M01,0.0697882523145462,0.03118797698388138,1.813282556353699,0.017199733640297508,0.06489883546254649,-0.0025228814947837255,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,1.0316794176455515,0.997480298296094,1.0670510711957106,0.649001636183874,(0.05-1],7031,2019900,(1mln-3mln],"drug name: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
HR (95% CI): 1.03 (1; 1.07)
 p-value: 7.0e-02 (adj.: 6.5e-01)
 PD-users: 7031
 non-PD-users: 2019900"
